LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;BAD
17400;102228;115898;DebtCon;ProfExe;0;0;0;144.19816755;0;30;0
17400;64163;84948;HomeImp;ProfExe;12;0;2;172.71116574;0;13;0
17400;79623;113658;DebtCon;Other;0;0;2;212.12914517;2;25;1
17500;92986;114276;DebtCon;Other;13;0;0;116.96135784;2;8;0
17500;99853;163401;DebtCon;Mgr;0;0;0;208.46227619;1;18;0
17500;17889;94453;DebtCon;Other;19;0;0;244.3562274;2;41;0
17500;101354;117209;DebtCon;ProfExe;1;0;0;136.15822253;0;30;0
17500;76100;98500;DebtCon;Other;5;10;1;59.833333333;5;16;1
17500;49968;68025;HomeImp;Office;3;0;0;126.07945262;0;18;0
17500;73071;94267;DebtCon;Office;1;0;0;160.45470053;3;19;0
17500;51102;69532;DebtCon;Other;5;0;0;108.31608023;2;49;0
17500;110603;142000;DebtCon;Other;1;1;0;163.06666667;3;25;1
17500;56647;78000;DebtCon;ProfExe;11;3;2;92.3;7;29;1
17500;68000;133015;DebtCon;Office;19;1;1;177.5;5;21;1
17500;46636;72908;DebtCon;Other;7;0;0;110.23090719;3;15;0
17500;90221;113564;DebtCon;Other;19;0;0;265.18462525;1;17;0
17500;85183;108948;HomeImp;ProfExe;4;0;0;125.10948564;1;25;0
17500;61524;87188;HomeImp;ProfExe;3;0;0;115.80866085;1;13;0
17500;91000;116000;DebtCon;ProfExe;0.5;0;0;188.73333333;3;26;1
17500;87294;114031;DebtCon;Other;15;0;0;147.09858349;2;8;0
17500;103562;130613;DebtCon;Other;1;0;0;288.00847827;0;47;0
17500;23288;94904;DebtCon;ProfExe;8;0;0;145.12073677;0;20;0
17600;39057;50933;DebtCon;ProfExe;6;0;0;239.20163009;1;35;0
17600;53707;80407;DebtCon;Other;17;1;0;185.97822083;0;21;0
17600;56090;103992;HomeImp;Other;1;0;2;46.875135751;1;10;0
17600;62996;86817;HomeImp;ProfExe;12;0;1;152.78264779;0;14;0
17600;73354;96526;DebtCon;Other;0;0;0;147.13452582;1;18;0
17600;72232;103081;DebtCon;Other;1;0;0;143.96715312;0;18;0
17600;79122;96116;DebtCon;Other;1;0;0;152.44371441;1;18;0
17600;76043;95605;DebtCon;Other;3;2;1;85.04333493;6;30;1
17600;44571;66088;HomeImp;Office;2;0;0;126.09038158;0;17;0
17600;29201;41396;DebtCon;Mgr;19;0;0;89.20252735;1;16;0
17600;67285;90816;DebtCon;Other;1;1;2;104.59286688;2;25;0
17600;64857;82449;DebtCon;Other;1;0;0;312.88247401;3;15;0
17600;59347;68667;DebtCon;Office;0;0;0;185.27496096;0;25;0
17600;71983;97939;DebtCon;Office;1;0;0;144.36621588;3;19;0
17600;106381;134476;DebtCon;Other;0;0;0;294.07325413;0;47;0
17600;62198;101183;HomeImp;ProfExe;21;0;0;230.7167135;1;23;0
17600;71366;87862;DebtCon;Office;5;0;0;116.79668509;0;20;0
17600;39063;54561;DebtCon;Other;17;0;0;107.94381754;1;17;0
17600;48487;65665;DebtCon;Other;6;0;0;100.17400375;2;15;0
17600;88661;114922;DebtCon;Other;13;0;0;152.75401017;1;7;0
17600;61093;97551;DebtCon;Office;0;0;0;75.060829426;0;22;0
17700;10847;94611;HomeImp;Other;14;0;1;271.39666705;0;22;0
17700;64964;88856;DebtCon;Office;5;0;0;114.66761831;0;19;0
17700;93302;116668;DebtCon;Other;20;0;0;283.04094598;0;16;0
17700;50886;106673;HomeImp;Other;2;0;2;57.090659606;1;10;0
17700;60260;90196;HomeImp;ProfExe;11;0;1;177.85484553;0;14;0
17700;36253;57420;DebtCon;ProfExe;3;0;0;267.78350875;1;34;0
17700;107395;133433;DebtCon;ProfExe;6;0;0;96.157561735;0;13;0
17700;71399;96588;HomeImp;ProfExe;7;0;0;83.59853183;0;16;0
17700;85150;113104;DebtCon;ProfExe;11;0;0;148.0652591;2;19;0
17700;58016;76416;DebtCon;Office;4;0;0;28.011491753;5;10;1
17700;47064;71698;DebtCon;ProfExe;3;0;0;244.51806442;3;32;0
17700;56375;90435;DebtCon;Office;0;0;0;70.225870315;0;23;0
17700;72911;97317;DebtCon;Mgr;1;0;0;82.39838379;0;17;0
17700;82302;111228;HomeImp;ProfExe;4;0;0;118.4559036;0;25;0
17800;61494;85864;DebtCon;Other;2;0;0;303.83765082;3;15;0
17800;38770;64357;DebtCon;Other;17;0;0;282.9357846;0;21;0
17800;83080;108348;HomeImp;ProfExe;1;0;0;132.6098608;0;25;0
17800;107736;113100;DebtCon;Other;1;0;0;135.12322489;2;20;0
17800;56956;74305;DebtCon;Office;0;0;0;187.18332939;0;24;0
17800;60611;89943;DebtCon;Office;29;0;0;208.46653704;0;21;0
17800;58942;91483;HomeImp;ProfExe;5;0;0;123.73667435;0;13;0
17800;68889;85642;DebtCon;Other;0;2;2;105.76796088;2;25;0
17800;51689;115660;DebtCon;ProfExe;16;0;0;270.04499102;0;19;0
17800;137169;182280;DebtCon;Mgr;12;0;0;241.37530714;0;21;0
17800;13839;171378;HomeImp;Mgr;23;0;0;86.702624803;2;21;0
17800;13660;173360;HomeImp;Mgr;23;0;0;78.838898801;2;21;0
17800;8642;88369;HomeImp;Other;13;0;0;265.02210303;0;22;0
17800;36902;57622;HomeImp;Other;9;0;0;121.87970265;0;10;0
17800;54003;116434;DebtCon;ProfExe;18;0;0;268.71530396;0;19;0
17800;69306;94504;HomeImp;ProfExe;7;0;0;85.850829978;0;15;0
17800;56432;157665;DebtCon;ProfExe;20;0;0;238.16689863;0;27;0
17800;44326;79651;DebtCon;ProfExe;4;0;0;246.7969491;3;32;0
17900;70046;135917;DebtCon;Self;1;1;2;138.01100827;0;16;1
17900;37265;53214;DebtCon;ProfExe;2;0;0;259.96383104;0;34;0
17900;62697;89848;DebtCon;Office;7;0;0;113.05889691;0;19;0
17900;72501;94488;DebtCon;Office;1;0;0;162.38956192;3;19;0
17900;63559;81536;HomeImp;ProfExe;13;0;3;176.87076849;0;13;0
17900;66823;91680;DebtCon;Mgr;0;0;0;89.43649279;0;18;0
17900;96450;135822;HomeImp;ProfExe;6;0;1;90.3;6;5;1
17900;51080;92051;HomeImp;Mgr;10;0;0;117.08978536;0;31;1
17900;46342;68029;DebtCon;Mgr;26;1;0;279.00708055;1;17;0
17900;110332;130756;DebtCon;Other;2;0;1;288.65558416;1;47;0
17900;68779;98623;DebtCon;Mgr;1;0;0;83.861641243;0;17;0
18000;68000;98898;DebtCon;Office;10;0;0;206.96666667;2;13;0
18000;49255;61752;DebtCon;Other;8;0;0;122.06196718;3;49;0
18000;62216;85503;DebtCon;Other;3;0;0;307.25070127;2;15;0
18000;63508;94991;DebtCon;Office;1;0;0;155.88472429;0;25;0
18000;65836;100292;HomeImp;ProfExe;22;0;0;237.10163194;0;24;0
18000;72152;102671;HomeImp;ProfExe;7;0;0;84.639348205;0;16;0
18000;88509;112933;DebtCon;ProfExe;4;0;0;150.80236935;1;21;0
18000;84824;115146;DebtCon;Other;21;0;0;293.98043579;0;16;0
18000;23252;50750;DebtCon;ProfExe;16;0;0;180.6;1;20;0
18000;105000;172500;DebtCon;Office;6;0;0;219.16666667;4;24;0
18000;88000;131300;DebtCon;Mgr;14;0;0;179.56666667;2;26;0
18000;124000;195000;HomeImp;ProfExe;13;0;0;202.9;0;22;0
18000;94554;119000;HomeImp;Mgr;1;0;1;308.46666667;1;20;0
18000;90000;120600;DebtCon;Office;25;0;0;272.93333333;3;17;0
18000;45000;68500;DebtCon;ProfExe;10;0;0;190.8;1;42;0
18000;62000;160800;HomeImp;ProfExe;15;0;0;129.83333333;1;11;1
18000;12900;21500;HomeImp;Office;5;3;0;109.56666667;0;33;1
18000;57988;86970;DebtCon;Other;16;0;0;165.33333333;2;14;1
18000;99401;140000;DebtCon;Other;8.9;2;0;150.1;3;20;1
18000;39005;60000;DebtCon;Other;10;2;0;112.63333333;5;5;1
18000;47000;69000;DebtCon;Other;6;3;2;110.63333333;2;24;1
18000;100822;118817;DebtCon;ProfExe;0;0;0;126.42643974;0;30;0
18000;48724;72654;DebtCon;Other;7;0;0;62.088605958;0;4;1
18000;90275;135792;DebtCon;Mgr;13;0;0;178.66176401;1;26;0
18000;74162;89823;DebtCon;Other;0;2;1;121.76146583;1;26;0
18000;114000;147140;DebtCon;Other;5;0;0;122.73333333;2;13;1
18000;50409;78404;DebtCon;ProfExe;9;0;0;191.28207894;0;42;0
18000;54196;71412;DebtCon;ProfExe;10;0;0;189.87427039;1;42;0
18000;41814;62845;HomeImp;Other;27;0;0;244.88185992;0;14;0
18000;107546;176314;DebtCon;Office;6;0;0;218.01938613;3;23;0
18100;81916;104048;DebtCon;Other;0;0;0;154.4259959;0;18;0
18100;144692;183630;DebtCon;Mgr;11;0;0;256.2054726;0;21;0
18100;53524;102133;HomeImp;Other;0;0;3;52.94238739;1;9;0
18100;46145;72200;DebtCon;ProfExe;11;0;0;178.19207766;0;42;0
18100;23590;215548;DebtCon;Mgr;10;7;2;136.5300202;10;41;1
18100;57864;164069;DebtCon;ProfExe;19;0;0;247.54527102;0;27;0
18100;71814;89941;DebtCon;Other;10;0;0;83.167810785;3;11;0
18100;62783;86066;DebtCon;Other;0;0;0;293.35858684;2;15;0
18100;89454;119019;DebtCon;Other;13;0;0;127.24619628;1;8;0
18100;112832;182418;DebtCon;Office;8;0;0;230.07213106;3;23;0
18100;95322;119643;HomeImp;Mgr;2;0;0;313.60338664;1;20;0
18100;22203;138057;DebtCon;Other;8;0;0;356.90906747;1;10;0
18100;73356;86885;DebtCon;Other;10;0;0;73.746710533;3;12;0
18100;27239;39723;DebtCon;Mgr;17;0;0;111.53221405;1;16;0
18100;23928;55734;DebtCon;ProfExe;17;0;0;175.89535449;0;19;0
18100;32554;92419;DebtCon;ProfExe;8;0;0;164.90961318;1;20;0
18100;18611;171194;HomeImp;Self;5;0;0;313.03794532;0;26;0
18200;50250;72000;DebtCon;Mgr;10;2;0;75.066666667;3;28;0
18200;93702;158647;HomeImp;ProfExe;4;0;1;96.177793274;0;16;0
18200;16386;170310;HomeImp;Mgr;23;0;0;73.007277303;2;20;0
18200;67809;89339;DebtCon;Sales;0;3;0;102.46098622;2;19;1
18200;13925;94898;DebtCon;Other;22;0;0;223.90191801;2;41;0
18200;34593;56658;DebtCon;Other;15;0;0;126.04800979;1;18;0
18200;49653;159076;DebtCon;ProfExe;20;0;0;231.54972268;0;27;0
18200;94727;136877;DebtCon;Mgr;15;0;0;168.95996818;2;26;0
18200;139000;171350;DebtCon;Other;0.1;0;1;102.5;7;18;1
18200;97146;124195;DebtCon;Office;24;0;0;278.3074217;2;17;0
18200;61690;89963;HomeImp;ProfExe;15;0;2;157.40967898;0;14;0
18200;61554;94510;DebtCon;Office;2;0;0;161.35269333;0;24;0
18200;53646;156048;DebtCon;ProfExe;20;0;0;232.29712557;0;27;0
18200;120966;208782;DebtCon;Other;4;0;0;202.53433338;0;17;0
18200;62141;90434;DebtCon;Office;0;0;0;69.410776649;0;22;0
18200;68743;92112;DebtCon;Mgr;0;0;0;95.34376502;0;16;0
18200;95091;113294;DebtCon;ProfExe;15;0;3;188.50461695;0;36;1
18200;78077;105522;DebtCon;ProfExe;0;0;0;278.44302157;2;22;0
18200;63852;93356;DebtCon;Other;1;0;0;181.91176992;0;31;0
18200;39109;62371;HomeImp;Other;25;0;0;268.19826067;0;13;0
18200;57980;79265;DebtCon;Other;16;0;0;194.05429283;0;20;0
18300;40018;65355;DebtCon;Other;16;1;0;287.97462979;0;21;0
18300;90337;103864;HomeImp;ProfExe;3;0;0;118.53458669;0;25;0
18300;109437;114900;DebtCon;Other;1;0;0;138.17185084;1;20;0
18300;121001;210685;DebtCon;Other;2;0;0;192.97728543;0;16;0
18300;26982;59552;DebtCon;ProfExe;15;0;0;183.61441489;1;19;0
18300;63351;87645;DebtCon;Other;1;0;0;324.614647;3;15;0
18300;109192;139384;DebtCon;ProfExe;6;0;0;122.86557582;0;14;0
18300;90099;118545;DebtCon;ProfExe;12;0;0;140.51585064;3;18;0
18300;31427;60249;DebtCon;Other;16;0;0;110.55227739;0;18;0
18300;35975;60500;DebtCon;Office;13;0;2;118.66666667;1;22;0
18300;60100;82506;DebtCon;ProfExe;10;3;1;171.46666667;2;64;1
18300;73510;95132;DebtCon;Mgr;0;0;0;86.684295749;0;17;0
18300;93728;153093;HomeImp;ProfExe;5;0;0;109.33710593;0;16;0
18300;68096;99051;DebtCon;Mgr;1;0;0;85.843161697;0;17;0
18300;68517;97151;HomeImp;ProfExe;7;0;0;77.521818836;0;15;0
18300;12169;93564;HomeImp;Other;13;0;1;274.48139853;0;23;0
18300;67550;95440;DebtCon;Office;3;0;0;154.15011358;0;25;0
18400;68655;94322;HomeImp;ProfExe;8;0;0;76.794701258;0;15;0
18400;89101;118748;DebtCon;ProfExe;7;0;0;153.84976303;2;21;0
18400;65519;89276;DebtCon;Other;0;1;2;123.09855199;2;26;0
18400;88352;110216;HomeImp;Other;1;0;0;376.72364282;3;31;1
18400;94280;122172;DebtCon;Office;23;0;0;280.04883361;2;16;0
18400;63569;95729;HomeImp;ProfExe;23;0;0;237.2759487;0;23;0
18400;61049;96397;DebtCon;Office;2;0;0;80.155757172;0;23;0
18400;99902;125249;DebtCon;Office;26;0;0;294.42411801;2;16;0
18400;72718;98065;DebtCon;Other;8;0;0;119.05781713;0;19;1
18400;116228;148722;DebtCon;Other;1;0;0;159.16923466;2;25;1
18400;110580;137926;DebtCon;ProfExe;6;0;0;93.432749909;0;13;0
18400;83548;111626;DebtCon;ProfExe;9;0;0;163.85439342;3;17;0
18400;40673;60418;HomeImp;Other;27;0;0;247.64957888;0;13;0
18400;48970;69559;DebtCon;ProfExe;20;0;0;178.01583301;0;23;0
18400;75491;101745;DebtCon;ProfExe;0;0;0;279.37005066;1;20;0
18400;62300;95869;DebtCon;Other;2;0;0;172.75912343;1;31;0
18500;57174;91772;HomeImp;ProfExe;4;0;0;129.66321658;0;13;0
18500;46555;69186;DebtCon;ProfExe;19;0;0;187.23013253;0;22;0
18500;26389;85552;DebtCon;ProfExe;7;0;0;152.04065885;1;21;0
18500;14517;95150;HomeImp;Other;11;0;0;272.03410245;0;22;0
18500;102472;115719;DebtCon;ProfExe;0;0;0;120.09026456;0;30;0
18500;10934;66367;DebtCon;Sales;1;0;0;326.56732823;0;5;0
18500;65165;90805;DebtCon;Office;2;0;0;160.73226514;0;25;0
18500;81938;106187;DebtCon;ProfExe;2;0;0;282.90060926;1;21;0
18500;67686;95949;HomeImp;ProfExe;9;0;0;78.949070691;0;16;0
18500;42683;68000;DebtCon;Office;3;0;0;229.3;0;12;0
18500;71000;95000;DebtCon;Mgr;6;0;0;71;7;24;0
18500;49367;71485;DebtCon;ProfExe;10;0;0;175.38704889;1;42;0
18500;99474;127470;DebtCon;Office;22;0;0;287.00225626;3;16;0
18500;38145;59415;HomeImp;Other;25;0;0;241.89735737;0;14;0
18600;72860;90347;DebtCon;Other;0;1;1;104.04046687;2;26;0
18600;73473;105848;HomeImp;Mgr;9;0;4;186.71283572;1;14;1
18600;84874;115759;DebtCon;ProfExe;9;0;0;146.06981083;3;18;0
18600;47199;70134;DebtCon;Other;8;0;0;86.558860141;3;15;0
18600;23850;61808;HomeImp;Other;12;0;0;46.946164052;0;8;1
18600;60709;89683;DebtCon;Other;1;0;0;316.31385839;2;16;0
18600;96993;134785;DebtCon;Mgr;14;0;0;173.89751303;2;25;0
18600;100144;153751;HomeImp;ProfExe;4;0;0;93.662170489;0;16;0
18600;38674;63641;HomeImp;Other;23;0;0;245.04937197;0;13;0
18600;50167;96312;DebtCon;ProfExe;5;0;0;128.33943385;1;21;0
18600;39783;59196;DebtCon;Other;17;0;0;279.81006654;0;21;0
18600;119741;212530;DebtCon;Other;4;1;0;202.28857763;0;17;0
18600;48711;69611;HomeImp;Office;2;0;0;130.25313366;0;17;0
18600;64248;82690;DebtCon;Mgr;0;1;0;89.189005469;0;23;1
18600;49385;70220;DebtCon;ProfExe;6;0;0;229.474919;2;32;0
18600;43438;69441;DebtCon;Office;1;0;0;229.2744494;0;11;0
18600;80970;101244;DebtCon;ProfExe;0;0;0;272.88259897;2;20;0
18600;15243;172611;HomeImp;Mgr;25;0;0;73.441538538;2;21;0
18600;51936;75278;DebtCon;ProfExe;3;0;0;199.80175424;0;21;1
18700;37883;64763;HomeImp;Other;25;0;0;236.99683653;0;13;0
18700;58498;90135;DebtCon;Office;30;0;0;199.10927232;0;21;0
18700;65458;84639;DebtCon;Other;0;1;2;97.146544029;2;25;0
18700;39441;71345;DebtCon;Other;11;0;4;132.83675752;0;13;1
18700;69954;104510;DebtCon;Office;10;0;0;211.24331121;2;13;0
18700;11886;63762;DebtCon;Sales;0;0;0;315.2604995;0;5;0
18700;47903;63933;HomeImp;Office;3;0;0;120.41804194;1;17;0
18700;136790;178135;DebtCon;Mgr;12;0;0;246.95441969;0;21;0
18700;110292;132953;DebtCon;ProfExe;7;0;0;105.4248876;0;14;0
18700;68196;89641;DebtCon;Other;0;2;1;112.97604123;1;26;0
18700;93210;109980;DebtCon;ProfExe;7;0;0;145.48592651;2;20;0
18700;70562;91223;DebtCon;Other;27;0;2;112.71036806;4;35;1
18700;66197;83151;HomeImp;ProfExe;12;0;2;157.94598178;0;14;0
18700;66891;94454;DebtCon;Office;0;0;0;160.71128201;3;20;0
18700;66003;82410;DebtCon;Mgr;0;1;0;85.77380757;1;23;1
18700;45365;71853;DebtCon;Other;7;0;0;98.456484436;3;15;0
18700;59929;89526;DebtCon;Office;0;0;0;64.454725278;0;22;0
18700;87958;114696;DebtCon;Other;20;0;0;301.9122949;0;17;0
18700;39821;60672;HomeImp;Other;26;0;0;243.86876302;0;14;0
18800;110098;120662;DebtCon;Other;0;0;0;122.16982106;1;21;0
18800;77025;103322;HomeImp;ProfExe;8;0;0;87.133722098;0;15;0
18800;70102;99841;HomeImp;ProfExe;10;0;0;68.168572872;0;16;0
18800;67666;167619;HomeImp;ProfExe;14;0;0;135.95180823;1;11;1
18800;166737;199303;DebtCon;ProfExe;9;0;0;270.88268753;1;38;0
18800;73396;137076;DebtCon;Office;18;0;1;163.59204517;4;20;1
18800;96272;163250;DebtCon;Mgr;2;0;0;204.49258593;1;19;0
18800;98582;122597;HomeImp;Mgr;1;0;0;307.52479033;1;20;0
18800;7739;65181;DebtCon;Sales;0;0;0;315.23089754;0;6;0
18800;66562;90325;DebtCon;Other;0;1;1;112.90326219;2;25;0
18800;63836;87000;DebtCon;Other;8;2;1;110.56666667;2;33;1
18800;91731;125902;DebtCon;Office;24;0;0;276.7274249;2;16;0
18800;22782;60590;HomeImp;ProfExe;8;0;0;198.87639548;0;13;0
18800;88828;116683;DebtCon;ProfExe;6;0;0;141.84139798;1;20;0
18900;127269;203737;HomeImp;ProfExe;14;0;0;206.20003676;0;21;0
18900;87081;115165;DebtCon;Other;13;0;0;120.46218617;1;8;0
18900;83474;104133;HomeImp;ProfExe;4;0;0;109.9887849;1;24;0
18900;34583;59247;DebtCon;Other;15;0;0;89.340627109;0;17;0
18900;91784;117626;DebtCon;Other;21;0;0;280.1234728;0;16;0
18900;87657;117577;DebtCon;ProfExe;9;0;0;142.46649495;2;19;0
18900;51075;78045;DebtCon;Office;2;1;5;74.091196034;1;15;1
18900;39727;68477;DebtCon;Office;11;0;2;134.27984227;0;22;0
18900;17800;40798;DebtCon;Office;6;2;0;167.46666667;2;16;1
18900;68315;98175;HomeImp;Mgr;14;0;0;161.33333333;0;28;0
18900;55238;112776;DebtCon;ProfExe;16;0;0;251.54939236;0;19;0
18900;123206;205608;DebtCon;Other;4;0;0;201.30237176;0;17;0
18900;100416;161147;DebtCon;Mgr;1;0;0;216.09704957;1;18;0
18900;44605;65489;DebtCon;ProfExe;15;0;0;189.00845586;0;23;0
18900;61429;84990;DebtCon;ProfExe;8;3;1;166.17939921;2;64;1
18900;101289;127485;HomeImp;Mgr;0;0;0;319.25081591;0;19;0
18900;52640;113391;DebtCon;ProfExe;16;0;0;257.52379662;0;19;0
18900;103130;120119;DebtCon;Other;7;0;0;292.7517427;1;19;0
18900;64290;87837;DebtCon;Other;2;0;0;309.00545799;3;15;0
18900;82537;117610;DebtCon;Mgr;16;0;0;233.84853474;5;30;0
19000;52157;157459;DebtCon;ProfExe;19;0;0;248.72353316;0;28;0
19000;62356;92299;DebtCon;Office;0;0;0;60.294143175;0;23;0
19000;172108;195892;DebtCon;ProfExe;10;0;0;276.76334062;0;38;0
19000;130291;168187;DebtCon;Office;3;0;0;140.68934288;0;20;0
19000;167104;200184;DebtCon;ProfExe;9;0;0;256.64834362;0;38;0
19000;22236;169461;HomeImp;Self;7;0;0;296.08019369;0;27;0
19000;75673;100335;HomeImp;ProfExe;8;0;0;93.159544907;0;16;0
19000;107199;132723;DebtCon;ProfExe;7;0;0;91.371931685;0;13;0
19000;47400;80000;DebtCon;Other;12;0;0;95.366666667;1;10;0
19000;42000;64000;DebtCon;Mgr;9;0;0;30.466666667;3;8;1
19000;64758;119780;DebtCon;ProfExe;19;0;4;349;0;20;1
19000;46300;72000;DebtCon;ProfExe;5;1;1;215.03333333;6;24;1
19000;171106;200000;DebtCon;Other;9.8;3;0;153.16666667;0;26;1
19000;93050;118000;DebtCon;Office;1;0;0;40.566666667;0;10;1
19000;105200;130000;HomeImp;Self;5;1;0;237.43333333;1;27;1
19000;165988;217000;DebtCon;Office;13;0;0;214.03333333;1;32;0
19000;24658;47027;HomeImp;Mgr;19;0;0;159.10522518;4;31;1
19000;15100;23200;HomeImp;Other;3.2;1;1;64.9;3;21;1
19000;105729;172555;DebtCon;Office;6;0;0;216.43903593;4;23;0
19000;42488;65636;DebtCon;Other;7;0;0;90.676444354;3;14;0
19100;51994;66467;DebtCon;Other;7;0;0;100.18188768;3;15;0
19100;31442;57151;DebtCon;Other;16;0;0;100.03263589;1;17;0
19100;105111;176829;DebtCon;Office;6;0;0;211.40033751;4;24;0
19100;46406;64413;DebtCon;Other;16;0;0;285.72525765;0;22;0
19100;129111;197592;HomeImp;ProfExe;12;0;0;207.15517384;0;21;0
19100;48730;115967;DebtCon;ProfExe;15;0;0;264.91508429;0;19;0
19100;58453;76731;DebtCon;Other;15;1;0;203.14107643;1;21;0
19100;22094;61820;HomeImp;ProfExe;5;0;0;201.13547773;0;13;0
19100;73217;93033;DebtCon;Other;1;2;1;113.69456607;2;26;0
19200;68902;98737;DebtCon;Office;1;0;0;166.81657408;4;19;0
19200;54483;81690;DebtCon;Other;16;0;0;198.70251643;0;21;0
19200;62334;91300;DebtCon;Mgr;8;0;1;92.333333333;4;13;1
19200;73339;95426;DebtCon;Office;1;0;0;169.97974973;4;19;0
19200;83591;109772;HomeImp;ProfExe;4;0;0;101.49881202;1;25;0
19200;96401;115545;DebtCon;ProfExe;7;0;0;128.71451378;1;20;0
19200;62215;76573;DebtCon;Other;18;0;0;199.87564576;1;21;0
19200;32417;97000;HomeImp;Other;6;0;0;130.86666667;0;15;0
19200;57728;96552;DebtCon;Office;0;0;0;80.602363108;0;23;0
19200;24430;128837;DebtCon;Other;9;0;0;355.79841245;1;10;0
19200;31307;60202;DebtCon;ProfExe;18;0;0;170.5812991;1;20;0
19300;109000;135000;DebtCon;Office;3;0;0;98.433333333;13;14;1
19300;83141;112096;DebtCon;Mgr;15;0;0;255.78828901;5;31;0
19300;84425;119351;DebtCon;Mgr;15;0;0;238.66869708;4;31;0
19300;50554;76140;DebtCon;Mgr;9;2;0;78.276625282;3;27;0
19300;73668;89061;DebtCon;Other;0;2;1;113.45356121;2;25;0
19300;31950;53814;DebtCon;ProfExe;17;0;0;178.45963721;1;20;0
19300;27747;43740;DebtCon;Office;7;1;0;167.65798082;1;16;1
19300;76807;103026;HomeImp;Mgr;13;0;0;169.24875269;0;27;0
19300;99714;126965;HomeImp;Mgr;0;0;1;301.75357401;1;20;0
19300;39926;101208;HomeImp;Other;4;0;0;140.05163825;0;14;0
19300;33970;102792;HomeImp;Other;6;0;0;145.02024526;0;14;0
19300;98769;121140;HomeImp;Mgr;0;0;1;313.92451539;0;20;0
19300;91004;116827;DebtCon;ProfExe;6;0;0;163.28211809;1;20;0
19300;51580;83518;DebtCon;Other;13;0;0;89.525931995;0;9;0
19300;96454;157809;DebtCon;Other;3;0;0;1168.2335609;0;0;1
19300;72752;106084;DebtCon;Office;11;0;0;193.7070998;1;13;0
19400;39928;106271;HomeImp;Other;6;0;0;129.17827724;0;14;0
19400;167450;200902;DebtCon;ProfExe;9;0;0;264.69798241;1;37;0
19400;51360;76100;DebtCon;Office;1;0;0;222.83211812;0;11;0
19400;39334;103578;HomeImp;Other;6;0;0;127.5305161;0;15;0
19400;53000;82800;DebtCon;Other;18;0;0;206.96666667;1;22;0
19400;109812;172705;DebtCon;Office;5;0;0;204.10541489;3;23;0
19400;110745;173474;DebtCon;Office;6;0;0;217.40670533;4;23;0
19400;178000;219300;HomeImp;ProfExe;12;0;0;214.36666667;0;26;1
19400;52677;80424;DebtCon;Mgr;9;2;0;65.847530367;2;28;0
19500;100077;122352;DebtCon;Office;3;0;0;58.861027463;0;9;1
19500;92663;152627;HomeImp;ProfExe;3;0;0;106.7126279;0;16;0
19500;98718;122659;HomeImp;Mgr;0;0;1;324.25708383;0;20;0
19500;88909;140092;DebtCon;Mgr;13;0;0;163.56250439;1;25;0
19500;9475;30000;DebtCon;Other;0;1;0;33.466666667;2;4;0
19500;105000;138375;DebtCon;Office;12;0;2;219.13333333;0;25;0
19500;47000;70000;DebtCon;Mgr;15;0;0;220.16666667;5;21;1
19500;8861;170687;HomeImp;Mgr;23;0;0;76.788495476;2;20;0
19500;52080;89913;DebtCon;Other;12;0;0;110.76030661;0;9;0
19500;48835;72566;DebtCon;ProfExe;9;0;0;191.27539659;1;42;0
19500;100446;121516;HomeImp;Mgr;0;0;0;306.11110407;1;20;0
19600;64000;90000;DebtCon;Mgr;9;0;0;195.8;2;19;0
19600;117646;149975;DebtCon;Other;4;0;0;114.21361486;1;12;1
19600;55169;86203;DebtCon;Other;18;0;0;223.60332921;1;22;0
19600;109500;136000;DebtCon;ProfExe;12;2;0;183.96666667;3;32;1
19600;33284;61824;DebtCon;Other;14;0;0;119.47307291;1;17;0
19600;49984;84519;DebtCon;Other;12;0;0;92.811333225;0;10;0
19600;85984;112721;DebtCon;Mgr;18;0;0;239.13779406;4;31;0
19700;33529;61209;DebtCon;Other;17;0;0;112.15874119;0;18;0
19700;49793;113200;DebtCon;ProfExe;16;0;0;251.10419791;0;19;0
19700;62351;84624;DebtCon;Mgr;0;1;0;88.126516775;1;22;1
19700;93040;113362;DebtCon;ProfExe;6;0;0;135.81385685;3;21;0
19700;32989;75950;DebtCon;ProfExe;9;0;0;283.1;0;19;0
19700;23921;134867;DebtCon;Other;9;0;0;374.1271833;0;10;0
19700;60999;89841;DebtCon;Office;0;0;0;82.103881006;0;22;0
19700;105135;147353;DebtCon;Office;11;0;2;225.69612759;0;24;0
19700;70709;97394;DebtCon;Mgr;0;0;0;94.860466383;0;17;0
19700;139534;172125;DebtCon;Other;0;0;0;101.94351853;6;17;1
19700;19349;133226;DebtCon;Other;9;0;0;342.31635733;1;9;0
19800;73557;95770;DebtCon;Mgr;0;0;0;70.029159184;0;17;0
19800;56745;83146;DebtCon;Other;11;0;0;85.253619221;0;10;0
19800;51454;68073;HomeImp;Office;1;0;0;130.97479082;0;17;0
19800;99137;121781;HomeImp;Mgr;4;0;1;302.1278732;1;20;0
19800;13830;85587;DebtCon;Other;20;0;0;229.51829511;3;40;0
19800;65021;95188;DebtCon;Mgr;1;0;0;73.081337497;0;16;0
19800;69174;95154;HomeImp;ProfExe;6;0;0;59.459256192;0;16;0
